datetime_beginning_utc,datetime_beginning_ept,area,solar_generation_mw
9/2/2020 9:00:00 AM,9/2/2020 5:00:00 AM,WEST,-0.193
9/2/2020 9:00:00 AM,9/2/2020 5:00:00 AM,RTO,-3.261
9/2/2020 9:00:00 AM,9/2/2020 5:00:00 AM,RFC,-1.521
9/2/2020 8:00:00 AM,9/2/2020 4:00:00 AM,MIDATL,-1.216
9/2/2020 8:00:00 AM,9/2/2020 4:00:00 AM,SOUTH,-1.835
9/2/2020 8:00:00 AM,9/2/2020 4:00:00 AM,WEST,-0.183
9/2/2020 8:00:00 AM,9/2/2020 4:00:00 AM,RTO,-3.234
9/2/2020 8:00:00 AM,9/2/2020 4:00:00 AM,RFC,-1.399
9/2/2020 7:00:00 AM,9/2/2020 3:00:00 AM,MIDATL,-1.200
9/2/2020 7:00:00 AM,9/2/2020 3:00:00 AM,SOUTH,-1.815
9/2/2020 7:00:00 AM,9/2/2020 3:00:00 AM,WEST,-0.179
9/2/2020 7:00:00 AM,9/2/2020 3:00:00 AM,RTO,-3.194
9/2/2020 7:00:00 AM,9/2/2020 3:00:00 AM,RFC,-1.379
9/2/2020 6:00:00 AM,9/2/2020 2:00:00 AM,MIDATL,-1.211
9/2/2020 6:00:00 AM,9/2/2020 2:00:00 AM,SOUTH,-2.788
9/2/2020 6:00:00 AM,9/2/2020 2:00:00 AM,WEST,-0.193
9/2/2020 6:00:00 AM,9/2/2020 2:00:00 AM,RTO,-4.192
9/2/2020 6:00:00 AM,9/2/2020 2:00:00 AM,RFC,-1.404
9/2/2020 5:00:00 AM,9/2/2020 1:00:00 AM,MIDATL,-1.196
9/2/2020 5:00:00 AM,9/2/2020 1:00:00 AM,SOUTH,-1.843
9/2/2020 5:00:00 AM,9/2/2020 1:00:00 AM,WEST,-0.183
9/2/2020 5:00:00 AM,9/2/2020 1:00:00 AM,RTO,-3.222
9/2/2020 5:00:00 AM,9/2/2020 1:00:00 AM,RFC,-1.379
9/2/2020 4:00:00 AM,9/2/2020 12:00:00 AM,MIDATL,-1.240
9/2/2020 4:00:00 AM,9/2/2020 12:00:00 AM,SOUTH,-1.776
9/2/2020 4:00:00 AM,9/2/2020 12:00:00 AM,WEST,-0.200
9/2/2020 4:00:00 AM,9/2/2020 12:00:00 AM,RTO,-3.216
9/2/2020 4:00:00 AM,9/2/2020 12:00:00 AM,RFC,-1.440
9/2/2020 3:00:00 AM,9/1/2020 11:00:00 PM,MIDATL,-1.332
9/2/2020 3:00:00 AM,9/1/2020 11:00:00 PM,SOUTH,-1.828
9/2/2020 3:00:00 AM,9/1/2020 11:00:00 PM,WEST,-0.190
9/2/2020 3:00:00 AM,9/1/2020 11:00:00 PM,RTO,-3.350
9/2/2020 3:00:00 AM,9/1/2020 11:00:00 PM,RFC,-1.522
9/2/2020 2:00:00 AM,9/1/2020 10:00:00 PM,MIDATL,-1.226
9/2/2020 2:00:00 AM,9/1/2020 10:00:00 PM,SOUTH,-1.628
9/2/2020 2:00:00 AM,9/1/2020 10:00:00 PM,WEST,-0.193
9/2/2020 2:00:00 AM,9/1/2020 10:00:00 PM,RTO,-3.047
9/2/2020 2:00:00 AM,9/1/2020 10:00:00 PM,RFC,-1.419
9/2/2020 1:00:00 AM,9/1/2020 9:00:00 PM,MIDATL,-1.237
9/2/2020 1:00:00 AM,9/1/2020 9:00:00 PM,SOUTH,-1.928
9/2/2020 1:00:00 AM,9/1/2020 9:00:00 PM,WEST,-0.207
9/2/2020 1:00:00 AM,9/1/2020 9:00:00 PM,RTO,-3.372
9/2/2020 1:00:00 AM,9/1/2020 9:00:00 PM,RFC,-1.444
9/2/2020 12:00:00 AM,9/1/2020 8:00:00 PM,MIDATL,-1.251
9/2/2020 12:00:00 AM,9/1/2020 8:00:00 PM,SOUTH,-2.766
9/2/2020 12:00:00 AM,9/1/2020 8:00:00 PM,WEST,-0.196
9/2/2020 12:00:00 AM,9/1/2020 8:00:00 PM,RTO,-4.213
9/2/2020 12:00:00 AM,9/1/2020 8:00:00 PM,RFC,-1.447
9/1/2020 11:00:00 PM,9/1/2020 7:00:00 PM,MIDATL,1.684
9/1/2020 11:00:00 PM,9/1/2020 7:00:00 PM,SOUTH,7.073
9/1/2020 11:00:00 PM,9/1/2020 7:00:00 PM,WEST,-0.021
9/1/2020 11:00:00 PM,9/1/2020 7:00:00 PM,RTO,8.736
9/1/2020 11:00:00 PM,9/1/2020 7:00:00 PM,RFC,1.663
9/1/2020 10:00:00 PM,9/1/2020 6:00:00 PM,MIDATL,53.616
9/1/2020 10:00:00 PM,9/1/2020 6:00:00 PM,SOUTH,151.254
9/1/2020 10:00:00 PM,9/1/2020 6:00:00 PM,WEST,2.534
9/1/2020 10:00:00 PM,9/1/2020 6:00:00 PM,RTO,207.404
9/1/2020 10:00:00 PM,9/1/2020 6:00:00 PM,RFC,56.150
9/1/2020 9:00:00 PM,9/1/2020 5:00:00 PM,MIDATL,158.399
9/1/2020 9:00:00 PM,9/1/2020 5:00:00 PM,SOUTH,373.109
9/1/2020 9:00:00 PM,9/1/2020 5:00:00 PM,WEST,5.922
9/1/2020 9:00:00 PM,9/1/2020 5:00:00 PM,RTO,537.430
9/1/2020 9:00:00 PM,9/1/2020 5:00:00 PM,RFC,164.321
9/1/2020 8:00:00 PM,9/1/2020 4:00:00 PM,MIDATL,282.598
9/1/2020 8:00:00 PM,9/1/2020 4:00:00 PM,SOUTH,484.990
9/1/2020 8:00:00 PM,9/1/2020 4:00:00 PM,WEST,6.958
9/1/2020 8:00:00 PM,9/1/2020 4:00:00 PM,RTO,774.546
9/1/2020 8:00:00 PM,9/1/2020 4:00:00 PM,RFC,289.556
9/1/2020 7:00:00 PM,9/1/2020 3:00:00 PM,MIDATL,375.949
9/1/2020 7:00:00 PM,9/1/2020 3:00:00 PM,SOUTH,491.682
9/1/2020 7:00:00 PM,9/1/2020 3:00:00 PM,WEST,8.070
9/1/2020 7:00:00 PM,9/1/2020 3:00:00 PM,RTO,875.701
9/1/2020 7:00:00 PM,9/1/2020 3:00:00 PM,RFC,384.019
9/1/2020 6:00:00 PM,9/1/2020 2:00:00 PM,MIDATL,397.477
9/1/2020 6:00:00 PM,9/1/2020 2:00:00 PM,SOUTH,524.721
9/1/2020 6:00:00 PM,9/1/2020 2:00:00 PM,WEST,16.183
9/1/2020 6:00:00 PM,9/1/2020 2:00:00 PM,RTO,938.381
9/1/2020 6:00:00 PM,9/1/2020 2:00:00 PM,RFC,413.660
9/1/2020 5:00:00 PM,9/1/2020 1:00:00 PM,MIDATL,382.227
9/1/2020 5:00:00 PM,9/1/2020 1:00:00 PM,SOUTH,567.758
9/1/2020 5:00:00 PM,9/1/2020 1:00:00 PM,WEST,16.089
9/1/2020 5:00:00 PM,9/1/2020 1:00:00 PM,RTO,966.074
9/1/2020 5:00:00 PM,9/1/2020 1:00:00 PM,RFC,398.316
9/1/2020 4:00:00 PM,9/1/2020 12:00:00 PM,MIDATL,345.208
9/1/2020 4:00:00 PM,9/1/2020 12:00:00 PM,SOUTH,525.551
9/1/2020 4:00:00 PM,9/1/2020 12:00:00 PM,WEST,22.063
9/1/2020 4:00:00 PM,9/1/2020 12:00:00 PM,RTO,892.822
9/1/2020 4:00:00 PM,9/1/2020 12:00:00 PM,RFC,367.271
9/1/2020 3:00:00 PM,9/1/2020 11:00:00 AM,MIDATL,322.140
9/1/2020 3:00:00 PM,9/1/2020 11:00:00 AM,SOUTH,493.564
9/1/2020 3:00:00 PM,9/1/2020 11:00:00 AM,WEST,10.199
9/1/2020 3:00:00 PM,9/1/2020 11:00:00 AM,RTO,825.903
9/1/2020 3:00:00 PM,9/1/2020 11:00:00 AM,RFC,332.339
9/1/2020 2:00:00 PM,9/1/2020 10:00:00 AM,MIDATL,344.433
9/1/2020 2:00:00 PM,9/1/2020 10:00:00 AM,SOUTH,483.130
9/1/2020 2:00:00 PM,9/1/2020 10:00:00 AM,WEST,10.024
9/1/2020 2:00:00 PM,9/1/2020 10:00:00 AM,RTO,837.587
9/1/2020 2:00:00 PM,9/1/2020 10:00:00 AM,RFC,354.457
9/1/2020 1:00:00 PM,9/1/2020 9:00:00 AM,MIDATL,296.994
9/1/2020 1:00:00 PM,9/1/2020 9:00:00 AM,SOUTH,349.654
9/1/2020 1:00:00 PM,9/1/2020 9:00:00 AM,WEST,6.478
9/1/2020 1:00:00 PM,9/1/2020 9:00:00 AM,RTO,653.126
9/1/2020 1:00:00 PM,9/1/2020 9:00:00 AM,RFC,303.472
9/1/2020 12:00:00 PM,9/1/2020 8:00:00 AM,MIDATL,167.282
9/1/2020 12:00:00 PM,9/1/2020 8:00:00 AM,SOUTH,214.048
9/1/2020 12:00:00 PM,9/1/2020 8:00:00 AM,WEST,3.111
9/1/2020 12:00:00 PM,9/1/2020 8:00:00 AM,RTO,384.441
9/1/2020 12:00:00 PM,9/1/2020 8:00:00 AM,RFC,170.393
9/1/2020 11:00:00 AM,9/1/2020 7:00:00 AM,MIDATL,44.393
9/1/2020 11:00:00 AM,9/1/2020 7:00:00 AM,SOUTH,80.665
9/1/2020 11:00:00 AM,9/1/2020 7:00:00 AM,WEST,1.052
9/1/2020 11:00:00 AM,9/1/2020 7:00:00 AM,RTO,126.110
9/1/2020 11:00:00 AM,9/1/2020 7:00:00 AM,RFC,45.445
9/1/2020 10:00:00 AM,9/1/2020 6:00:00 AM,MIDATL,1.185
9/1/2020 10:00:00 AM,9/1/2020 6:00:00 AM,SOUTH,-0.633
9/1/2020 10:00:00 AM,9/1/2020 6:00:00 AM,WEST,-0.186
9/1/2020 10:00:00 AM,9/1/2020 6:00:00 AM,RTO,0.366
9/1/2020 10:00:00 AM,9/1/2020 6:00:00 AM,RFC,0.999
9/1/2020 9:00:00 AM,9/1/2020 5:00:00 AM,MIDATL,-1.415
9/1/2020 9:00:00 AM,9/1/2020 5:00:00 AM,SOUTH,-1.721
9/1/2020 9:00:00 AM,9/1/2020 5:00:00 AM,WEST,-0.186
9/1/2020 9:00:00 AM,9/1/2020 5:00:00 AM,RTO,-3.322
9/1/2020 9:00:00 AM,9/1/2020 5:00:00 AM,RFC,-1.601
9/1/2020 8:00:00 AM,9/1/2020 4:00:00 AM,MIDATL,-1.367
9/1/2020 8:00:00 AM,9/1/2020 4:00:00 AM,SOUTH,-1.693
9/1/2020 8:00:00 AM,9/1/2020 4:00:00 AM,WEST,-0.168
9/1/2020 8:00:00 AM,9/1/2020 4:00:00 AM,RTO,-3.228
9/1/2020 8:00:00 AM,9/1/2020 4:00:00 AM,RFC,-1.535
9/1/2020 7:00:00 AM,9/1/2020 3:00:00 AM,MIDATL,-1.260
9/1/2020 7:00:00 AM,9/1/2020 3:00:00 AM,SOUTH,-1.846
9/1/2020 7:00:00 AM,9/1/2020 3:00:00 AM,WEST,-0.170
9/1/2020 7:00:00 AM,9/1/2020 3:00:00 AM,RTO,-3.276
9/1/2020 7:00:00 AM,9/1/2020 3:00:00 AM,RFC,-1.430
9/1/2020 6:00:00 AM,9/1/2020 2:00:00 AM,MIDATL,-1.229
9/1/2020 6:00:00 AM,9/1/2020 2:00:00 AM,SOUTH,-1.828
9/1/2020 6:00:00 AM,9/1/2020 2:00:00 AM,WEST,-0.176
9/1/2020 6:00:00 AM,9/1/2020 2:00:00 AM,RTO,-3.233
9/1/2020 6:00:00 AM,9/1/2020 2:00:00 AM,RFC,-1.405
9/1/2020 5:00:00 AM,9/1/2020 1:00:00 AM,MIDATL,-1.271
9/1/2020 5:00:00 AM,9/1/2020 1:00:00 AM,SOUTH,-2.748
9/1/2020 5:00:00 AM,9/1/2020 1:00:00 AM,WEST,-0.186
9/1/2020 5:00:00 AM,9/1/2020 1:00:00 AM,RTO,-4.205
9/1/2020 5:00:00 AM,9/1/2020 1:00:00 AM,RFC,-1.457
9/1/2020 4:00:00 AM,9/1/2020 12:00:00 AM,MIDATL,-1.274
9/1/2020 4:00:00 AM,9/1/2020 12:00:00 AM,SOUTH,-1.791
9/1/2020 4:00:00 AM,9/1/2020 12:00:00 AM,WEST,-0.179
9/1/2020 4:00:00 AM,9/1/2020 12:00:00 AM,RTO,-3.244
9/1/2020 4:00:00 AM,9/1/2020 12:00:00 AM,RFC,-1.453
9/1/2020 3:00:00 AM,8/31/2020 11:00:00 PM,MIDATL,-1.195
9/1/2020 3:00:00 AM,8/31/2020 11:00:00 PM,SOUTH,-1.893
9/1/2020 3:00:00 AM,8/31/2020 11:00:00 PM,WEST,-0.183
9/1/2020 3:00:00 AM,8/31/2020 11:00:00 PM,RTO,-3.271
9/1/2020 3:00:00 AM,8/31/2020 11:00:00 PM,RFC,-1.378
9/1/2020 2:00:00 AM,8/31/2020 10:00:00 PM,MIDATL,-1.338
9/1/2020 2:00:00 AM,8/31/2020 10:00:00 PM,SOUTH,-1.768
9/1/2020 2:00:00 AM,8/31/2020 10:00:00 PM,WEST,-0.179
9/1/2020 2:00:00 AM,8/31/2020 10:00:00 PM,RTO,-3.285
9/1/2020 2:00:00 AM,8/31/2020 10:00:00 PM,RFC,-1.517
9/1/2020 1:00:00 AM,8/31/2020 9:00:00 PM,MIDATL,-1.200
9/1/2020 1:00:00 AM,8/31/2020 9:00:00 PM,SOUTH,-1.711
9/1/2020 1:00:00 AM,8/31/2020 9:00:00 PM,WEST,-0.183
9/1/2020 1:00:00 AM,8/31/2020 9:00:00 PM,RTO,-3.094
9/1/2020 1:00:00 AM,8/31/2020 9:00:00 PM,RFC,-1.383
9/1/2020 12:00:00 AM,8/31/2020 8:00:00 PM,MIDATL,-1.214
9/1/2020 12:00:00 AM,8/31/2020 8:00:00 PM,SOUTH,-1.798
9/1/2020 12:00:00 AM,8/31/2020 8:00:00 PM,WEST,-0.171
9/1/2020 12:00:00 AM,8/31/2020 8:00:00 PM,RTO,-3.183
9/1/2020 12:00:00 AM,8/31/2020 8:00:00 PM,RFC,-1.385
8/31/2020 11:00:00 PM,8/31/2020 7:00:00 PM,MIDATL,-0.188
8/31/2020 11:00:00 PM,8/31/2020 7:00:00 PM,SOUTH,2.740
8/31/2020 11:00:00 PM,8/31/2020 7:00:00 PM,WEST,0.242
8/31/2020 11:00:00 PM,8/31/2020 7:00:00 PM,RTO,2.794
8/31/2020 11:00:00 PM,8/31/2020 7:00:00 PM,RFC,0.054
8/31/2020 10:00:00 PM,8/31/2020 6:00:00 PM,MIDATL,18.119
8/31/2020 10:00:00 PM,8/31/2020 6:00:00 PM,SOUTH,94.469
8/31/2020 10:00:00 PM,8/31/2020 6:00:00 PM,WEST,3.968
8/31/2020 10:00:00 PM,8/31/2020 6:00:00 PM,RTO,116.556
8/31/2020 10:00:00 PM,8/31/2020 6:00:00 PM,RFC,22.087
8/31/2020 9:00:00 PM,8/31/2020 5:00:00 PM,MIDATL,90.986
8/31/2020 9:00:00 PM,8/31/2020 5:00:00 PM,SOUTH,220.970
8/31/2020 9:00:00 PM,8/31/2020 5:00:00 PM,WEST,9.129
8/31/2020 9:00:00 PM,8/31/2020 5:00:00 PM,RTO,321.085
8/31/2020 9:00:00 PM,8/31/2020 5:00:00 PM,RFC,100.115
8/31/2020 8:00:00 PM,8/31/2020 4:00:00 PM,MIDATL,188.967
8/31/2020 8:00:00 PM,8/31/2020 4:00:00 PM,SOUTH,529.808
8/31/2020 8:00:00 PM,8/31/2020 4:00:00 PM,WEST,12.069
8/31/2020 8:00:00 PM,8/31/2020 4:00:00 PM,RTO,730.844
8/31/2020 8:00:00 PM,8/31/2020 4:00:00 PM,RFC,201.036
8/31/2020 7:00:00 PM,8/31/2020 3:00:00 PM,MIDATL,244.855
8/31/2020 7:00:00 PM,8/31/2020 3:00:00 PM,SOUTH,651.829
8/31/2020 7:00:00 PM,8/31/2020 3:00:00 PM,WEST,17.365
8/31/2020 7:00:00 PM,8/31/2020 3:00:00 PM,RTO,914.049
8/31/2020 7:00:00 PM,8/31/2020 3:00:00 PM,RFC,262.220
8/31/2020 6:00:00 PM,8/31/2020 2:00:00 PM,MIDATL,332.028
8/31/2020 6:00:00 PM,8/31/2020 2:00:00 PM,SOUTH,638.190
8/31/2020 6:00:00 PM,8/31/2020 2:00:00 PM,WEST,21.056
8/31/2020 6:00:00 PM,8/31/2020 2:00:00 PM,RTO,991.274
8/31/2020 6:00:00 PM,8/31/2020 2:00:00 PM,RFC,353.084
8/31/2020 5:00:00 PM,8/31/2020 1:00:00 PM,MIDATL,383.448
8/31/2020 5:00:00 PM,8/31/2020 1:00:00 PM,SOUTH,708.970
8/31/2020 5:00:00 PM,8/31/2020 1:00:00 PM,WEST,28.096
8/31/2020 5:00:00 PM,8/31/2020 1:00:00 PM,RTO,1120.514
8/31/2020 5:00:00 PM,8/31/2020 1:00:00 PM,RFC,411.544
8/31/2020 4:00:00 PM,8/31/2020 12:00:00 PM,MIDATL,400.449
8/31/2020 4:00:00 PM,8/31/2020 12:00:00 PM,SOUTH,692.423
8/31/2020 4:00:00 PM,8/31/2020 12:00:00 PM,WEST,25.490
8/31/2020 4:00:00 PM,8/31/2020 12:00:00 PM,RTO,1118.362
8/31/2020 4:00:00 PM,8/31/2020 12:00:00 PM,RFC,425.939
8/31/2020 3:00:00 PM,8/31/2020 11:00:00 AM,MIDATL,426.355
8/31/2020 3:00:00 PM,8/31/2020 11:00:00 AM,SOUTH,647.197
8/31/2020 3:00:00 PM,8/31/2020 11:00:00 AM,WEST,23.026
8/31/2020 3:00:00 PM,8/31/2020 11:00:00 AM,RTO,1096.578
8/31/2020 3:00:00 PM,8/31/2020 11:00:00 AM,RFC,449.381
8/31/2020 2:00:00 PM,8/31/2020 10:00:00 AM,MIDATL,413.132
8/31/2020 2:00:00 PM,8/31/2020 10:00:00 AM,SOUTH,622.025
8/31/2020 2:00:00 PM,8/31/2020 10:00:00 AM,WEST,22.298
8/31/2020 2:00:00 PM,8/31/2020 10:00:00 AM,RTO,1057.455
8/31/2020 2:00:00 PM,8/31/2020 10:00:00 AM,RFC,435.430
8/31/2020 1:00:00 PM,8/31/2020 9:00:00 AM,MIDATL,376.685
8/31/2020 1:00:00 PM,8/31/2020 9:00:00 AM,SOUTH,541.453
8/31/2020 1:00:00 PM,8/31/2020 9:00:00 AM,WEST,17.164
8/31/2020 1:00:00 PM,8/31/2020 9:00:00 AM,RTO,935.302
8/31/2020 1:00:00 PM,8/31/2020 9:00:00 AM,RFC,393.849
8/31/2020 12:00:00 PM,8/31/2020 8:00:00 AM,MIDATL,205.302
8/31/2020 12:00:00 PM,8/31/2020 8:00:00 AM,SOUTH,410.814
8/31/2020 12:00:00 PM,8/31/2020 8:00:00 AM,WEST,6.151
8/31/2020 12:00:00 PM,8/31/2020 8:00:00 AM,RTO,622.267
8/31/2020 12:00:00 PM,8/31/2020 8:00:00 AM,RFC,211.453
8/31/2020 11:00:00 AM,8/31/2020 7:00:00 AM,MIDATL,72.679
8/31/2020 11:00:00 AM,8/31/2020 7:00:00 AM,SOUTH,134.354
8/31/2020 11:00:00 AM,8/31/2020 7:00:00 AM,WEST,1.447
8/31/2020 11:00:00 AM,8/31/2020 7:00:00 AM,RTO,208.480
8/31/2020 11:00:00 AM,8/31/2020 7:00:00 AM,RFC,74.126
8/31/2020 10:00:00 AM,8/31/2020 6:00:00 AM,MIDATL,3.852
8/31/2020 10:00:00 AM,8/31/2020 6:00:00 AM,SOUTH,1.240
8/31/2020 10:00:00 AM,8/31/2020 6:00:00 AM,WEST,-0.185
8/31/2020 10:00:00 AM,8/31/2020 6:00:00 AM,RTO,4.907
8/31/2020 10:00:00 AM,8/31/2020 6:00:00 AM,RFC,3.667
8/31/2020 9:00:00 AM,8/31/2020 5:00:00 AM,MIDATL,-1.260
8/31/2020 9:00:00 AM,8/31/2020 5:00:00 AM,SOUTH,-1.908
8/31/2020 9:00:00 AM,8/31/2020 5:00:00 AM,WEST,-0.186
8/31/2020 9:00:00 AM,8/31/2020 5:00:00 AM,RTO,-3.354
8/31/2020 9:00:00 AM,8/31/2020 5:00:00 AM,RFC,-1.446
8/31/2020 8:00:00 AM,8/31/2020 4:00:00 AM,MIDATL,-1.365
8/31/2020 8:00:00 AM,8/31/2020 4:00:00 AM,SOUTH,-1.766
8/31/2020 8:00:00 AM,8/31/2020 4:00:00 AM,WEST,-0.183
8/31/2020 8:00:00 AM,8/31/2020 4:00:00 AM,RTO,-3.314
8/31/2020 8:00:00 AM,8/31/2020 4:00:00 AM,RFC,-1.548
8/31/2020 7:00:00 AM,8/31/2020 3:00:00 AM,MIDATL,-1.258
8/31/2020 7:00:00 AM,8/31/2020 3:00:00 AM,SOUTH,-1.883
8/31/2020 7:00:00 AM,8/31/2020 3:00:00 AM,WEST,-0.179
8/31/2020 7:00:00 AM,8/31/2020 3:00:00 AM,RTO,-3.320
8/31/2020 7:00:00 AM,8/31/2020 3:00:00 AM,RFC,-1.437
8/31/2020 6:00:00 AM,8/31/2020 2:00:00 AM,MIDATL,-1.278
8/31/2020 6:00:00 AM,8/31/2020 2:00:00 AM,SOUTH,-1.748
8/31/2020 6:00:00 AM,8/31/2020 2:00:00 AM,WEST,-0.183
8/31/2020 6:00:00 AM,8/31/2020 2:00:00 AM,RTO,-3.209
8/31/2020 6:00:00 AM,8/31/2020 2:00:00 AM,RFC,-1.461
8/31/2020 5:00:00 AM,8/31/2020 1:00:00 AM,MIDATL,-1.255
8/31/2020 5:00:00 AM,8/31/2020 1:00:00 AM,SOUTH,-1.788
8/31/2020 5:00:00 AM,8/31/2020 1:00:00 AM,WEST,-0.179
8/31/2020 5:00:00 AM,8/31/2020 1:00:00 AM,RTO,-3.222
8/31/2020 5:00:00 AM,8/31/2020 1:00:00 AM,RFC,-1.434
8/31/2020 4:00:00 AM,8/31/2020 12:00:00 AM,MIDATL,-1.256
8/31/2020 4:00:00 AM,8/31/2020 12:00:00 AM,SOUTH,-2.821
8/31/2020 4:00:00 AM,8/31/2020 12:00:00 AM,WEST,-0.190
8/31/2020 4:00:00 AM,8/31/2020 12:00:00 AM,RTO,-4.267
8/31/2020 4:00:00 AM,8/31/2020 12:00:00 AM,RFC,-1.446
8/31/2020 3:00:00 AM,8/30/2020 11:00:00 PM,MIDATL,-1.232
8/31/2020 3:00:00 AM,8/30/2020 11:00:00 PM,SOUTH,-1.883
8/31/2020 3:00:00 AM,8/30/2020 11:00:00 PM,WEST,-0.174
8/31/2020 3:00:00 AM,8/30/2020 11:00:00 PM,RTO,-3.289
8/31/2020 3:00:00 AM,8/30/2020 11:00:00 PM,RFC,-1.406
8/31/2020 2:00:00 AM,8/30/2020 10:00:00 PM,MIDATL,-1.351
8/31/2020 2:00:00 AM,8/30/2020 10:00:00 PM,SOUTH,-1.728
8/31/2020 2:00:00 AM,8/30/2020 10:00:00 PM,WEST,-0.185
8/31/2020 2:00:00 AM,8/30/2020 10:00:00 PM,RTO,-3.264
8/31/2020 2:00:00 AM,8/30/2020 10:00:00 PM,RFC,-1.536
8/31/2020 1:00:00 AM,8/30/2020 9:00:00 PM,MIDATL,-1.284
8/31/2020 1:00:00 AM,8/30/2020 9:00:00 PM,SOUTH,-1.621
8/31/2020 1:00:00 AM,8/30/2020 9:00:00 PM,WEST,-0.195
8/31/2020 1:00:00 AM,8/30/2020 9:00:00 PM,RTO,-3.100
8/31/2020 1:00:00 AM,8/30/2020 9:00:00 PM,RFC,-1.479
8/31/2020 12:00:00 AM,8/30/2020 8:00:00 PM,MIDATL,-1.237
8/31/2020 12:00:00 AM,8/30/2020 8:00:00 PM,SOUTH,-1.873
8/31/2020 12:00:00 AM,8/30/2020 8:00:00 PM,WEST,-0.180
8/31/2020 12:00:00 AM,8/30/2020 8:00:00 PM,RTO,-3.290
8/31/2020 12:00:00 AM,8/30/2020 8:00:00 PM,RFC,-1.417
8/30/2020 11:00:00 PM,8/30/2020 7:00:00 PM,MIDATL,3.804
8/30/2020 11:00:00 PM,8/30/2020 7:00:00 PM,SOUTH,14.881
8/30/2020 11:00:00 PM,8/30/2020 7:00:00 PM,WEST,0.887
8/30/2020 11:00:00 PM,8/30/2020 7:00:00 PM,RTO,19.572
8/30/2020 11:00:00 PM,8/30/2020 7:00:00 PM,RFC,4.691
8/30/2020 10:00:00 PM,8/30/2020 6:00:00 PM,MIDATL,110.868
8/30/2020 10:00:00 PM,8/30/2020 6:00:00 PM,SOUTH,292.489
8/30/2020 10:00:00 PM,8/30/2020 6:00:00 PM,WEST,11.141
8/30/2020 10:00:00 PM,8/30/2020 6:00:00 PM,RTO,414.498
8/30/2020 10:00:00 PM,8/30/2020 6:00:00 PM,RFC,122.009
8/30/2020 9:00:00 PM,8/30/2020 5:00:00 PM,MIDATL,321.510
8/30/2020 9:00:00 PM,8/30/2020 5:00:00 PM,SOUTH,743.417
8/30/2020 9:00:00 PM,8/30/2020 5:00:00 PM,WEST,23.565
8/30/2020 9:00:00 PM,8/30/2020 5:00:00 PM,RTO,1088.492
8/30/2020 9:00:00 PM,8/30/2020 5:00:00 PM,RFC,345.075
8/30/2020 8:00:00 PM,8/30/2020 4:00:00 PM,MIDATL,467.141
8/30/2020 8:00:00 PM,8/30/2020 4:00:00 PM,SOUTH,898.477
8/30/2020 8:00:00 PM,8/30/2020 4:00:00 PM,WEST,41.989
8/30/2020 8:00:00 PM,8/30/2020 4:00:00 PM,RTO,1407.607
8/30/2020 8:00:00 PM,8/30/2020 4:00:00 PM,RFC,509.130
8/30/2020 7:00:00 PM,8/30/2020 3:00:00 PM,MIDATL,598.551
8/30/2020 7:00:00 PM,8/30/2020 3:00:00 PM,SOUTH,957.951
8/30/2020 7:00:00 PM,8/30/2020 3:00:00 PM,WEST,59.348
8/30/2020 7:00:00 PM,8/30/2020 3:00:00 PM,RTO,1615.850
8/30/2020 7:00:00 PM,8/30/2020 3:00:00 PM,RFC,657.899
8/30/2020 6:00:00 PM,8/30/2020 2:00:00 PM,MIDATL,649.076
8/30/2020 6:00:00 PM,8/30/2020 2:00:00 PM,SOUTH,935.259
8/30/2020 6:00:00 PM,8/30/2020 2:00:00 PM,WEST,59.322
8/30/2020 6:00:00 PM,8/30/2020 2:00:00 PM,RTO,1643.657
8/30/2020 6:00:00 PM,8/30/2020 2:00:00 PM,RFC,708.398
8/30/2020 5:00:00 PM,8/30/2020 1:00:00 PM,MIDATL,660.338
8/30/2020 5:00:00 PM,8/30/2020 1:00:00 PM,SOUTH,969.575
8/30/2020 5:00:00 PM,8/30/2020 1:00:00 PM,WEST,60.159
8/30/2020 5:00:00 PM,8/30/2020 1:00:00 PM,RTO,1690.072
8/30/2020 5:00:00 PM,8/30/2020 1:00:00 PM,RFC,720.497
8/30/2020 4:00:00 PM,8/30/2020 12:00:00 PM,MIDATL,680.033
8/30/2020 4:00:00 PM,8/30/2020 12:00:00 PM,SOUTH,1011.672
8/30/2020 4:00:00 PM,8/30/2020 12:00:00 PM,WEST,58.757
8/30/2020 4:00:00 PM,8/30/2020 12:00:00 PM,RTO,1750.462
8/30/2020 4:00:00 PM,8/30/2020 12:00:00 PM,RFC,738.790
8/30/2020 3:00:00 PM,8/30/2020 11:00:00 AM,MIDATL,652.910
8/30/2020 3:00:00 PM,8/30/2020 11:00:00 AM,SOUTH,1016.865
8/30/2020 3:00:00 PM,8/30/2020 11:00:00 AM,WEST,58.931
8/30/2020 3:00:00 PM,8/30/2020 11:00:00 AM,RTO,1728.706
8/30/2020 3:00:00 PM,8/30/2020 11:00:00 AM,RFC,711.841
8/30/2020 2:00:00 PM,8/30/2020 10:00:00 AM,MIDATL,603.174
8/30/2020 2:00:00 PM,8/30/2020 10:00:00 AM,SOUTH,996.971
8/30/2020 2:00:00 PM,8/30/2020 10:00:00 AM,WEST,53.773
8/30/2020 2:00:00 PM,8/30/2020 10:00:00 AM,RTO,1653.918
8/30/2020 2:00:00 PM,8/30/2020 10:00:00 AM,RFC,656.947
